站點編號,2月20日見車率,3月22日見車率,對應站名,消長幅度,色票,分類,lat,lng
500119007,56.30%,59.17%,臺大水源修齊會館,2.87%,#F0D5BE,+5%以內,25.01411,121.52997
500119008,98.98%,79.35%,臺大檔案展示館,-19.63%,#B1112B,-10%以上,25.01391,121.52895
500119009,82.59%,78.89%,臺大水源舍區B棟,-3.70%,#FBB1BD,-5%以內,25.01525,121.53009
500119043,67.87%,63.33%,臺大男八舍東側,-4.54%,#FBB1BD,-5%以內,25.01729,121.54531
500119044,66.76%,66.85%,臺大禮賢樓東南側,0.09%,#F0D5BE,+5%以內,25.01408,121.53759
500119045,88.24%,84.26%,臺大農業陳列館北側,-3.98%,#FBB1BD,-5%以內,25.01839,121.53404
500119046,81.20%,74.26%,臺大管理學院二館北側,-6.94%,#D7586D,-5%至-10%,25.01355,121.53673
500119047,67.22%,70.00%,臺大土木系館,2.78%,#F0D5BE,+5%以內,25.01761,121.53844
500119048,78.33%,82.31%,臺大大一女舍北側,3.98%,#F0D5BE,+5%以內,25.01547,121.53436
500119049,87.50%,78.33%,臺大女九舍西南側,-9.17%,#D7586D,-5%至-10%,25.01937,121.53902
500119050,80.28%,74.26%,臺大小福樓東側,-6.02%,#D7586D,-5%至-10%,25.01846,121.5376
500119051,77.13%,62.78%,臺大立體機車停車場,-14.35%,#B1112B,-10%以上,25.01616,121.54251
500119052,75.46%,73.80%,臺大工綜館南側,-1.67%,#FBB1BD,-5%以內,25.01857,121.54059
500119053,74.91%,69.72%,臺大天文數學館南側,-5.19%,#D7586D,-5%至-10%,25.02108,121.53783
500119054,65.93%,71.39%,臺大心理系館南側,5.46%,#E3BE98,+5%至10%,25.01941,121.5404
500119055,66.67%,84.17%,臺大樂學館東側,17.50%,#C09662,+10%以上,25.01793,121.53585
500119056,63.06%,68.33%,臺大農化新館西側,5.28%,#E3BE98,+5%至10%,25.01627,121.53535
500119057,65.28%,72.50%,臺大五號館西側,7.22%,#E3BE98,+5%至10%,25.01666,121.53718
500119058,78.24%,81.30%,臺大舊體育館西側,3.06%,#F0D5BE,+5%以內,25.0198,121.53583
500119060,63.33%,62.69%,臺大共同教室東南側,-0.65%,#FBB1BD,-5%以內,25.01566,121.53786
500119061,80.93%,64.26%,臺大鹿鳴堂東側,-16.67%,#B1112B,-10%以上,25.01511,121.53786
500119062,63.89%,45.09%,臺大公館停車場西北側,-18.80%,#B1112B,-10%以上,25.01345,121.53798
500119063,81.94%,61.20%,臺大第二行政大樓南側,-20.74%,#B1112B,-10%以上,25.01603,121.53635
500119064,77.22%,53.70%,臺大明達館機車停車場,-23.52%,#B1112B,-10%以上,25.01754,121.54398
500119065,68.80%,56.02%,臺大二號館,-12.78%,#B1112B,-10%以上,25.01699,121.53574
500119066,70.56%,70.46%,臺大凝態館南側,-0.09%,#FBB1BD,-5%以內,25.02157,121.53633
500119067,77.50%,66.39%,臺大社科院西側,-11.11%,#B1112B,-10%以上,25.02053,121.54145
500119068,77.87%,74.54%,臺大社會系館南側,-3.33%,#FBB1BD,-5%以內,25.01987,121.54175
500119069,37.04%,64.63%,臺大思亮館東南側,27.59%,#C09662,+10%以上,25.02074,121.53906
500119070,82.50%,68.33%,臺大椰林小舖,-14.17%,#B1112B,-10%以上,25.01561,121.53583
500119071,83.70%,67.31%,臺大計資中心南側,-16.39%,#B1112B,-10%以上,25.02036,121.53992
500119072,64.81%,64.63%,臺大原分所北側,-0.19%,#FBB1BD,-5%以內,25.01881,121.53868
500119074,85.19%,65.93%,臺大生命科學館西北側,-19.26%,#B1112B,-10%以上,25.01548,121.53825
500119075,74.63%,75.56%,臺大第一活動中心西南側,0.93%,#F0D5BE,+5%以內,25.01761,121.53995
500119076,68.24%,69.81%,臺大博理館西側,1.57%,#F0D5BE,+5%以內,25.01922,121.54195
500119077,71.94%,88.15%,臺大博雅館西側,16.20%,#C09662,+10%以上,25.0189,121.536
500119078,51.48%,67.59%,臺大森林館北側,16.11%,#C09662,+10%以上,25.01704,121.53888
500119079,70.46%,100.00%,臺大一號館,29.54%,#FEB700,100%,25.01698,121.53455
500119080,47.87%,50.74%,臺大小小福西南側,2.87%,#F0D5BE,+5%以內,25.01539,121.53686
500119081,74.17%,72.31%,臺大教研館北側,-1.85%,#FBB1BD,-5%以內,25.01337,121.53909
500119082,55.46%,62.13%,臺大四號館東北側,6.67%,#E3BE98,+5%至10%,25.01703,121.53781
500119083,71.85%,66.30%,臺大新生教室南側,-5.56%,#D7586D,-5%至-10%,25.0196,121.53846
500119084,70.74%,63.33%,臺大鄭江樓北側,-7.41%,#D7586D,-5%至-10%,25.019,121.54305
500119085,65.93%,65.83%,臺大電機二館東南側,-0.09%,#FBB1BD,-5%以內,25.01857,121.54247
500119086,56.94%,71.48%,臺大圖資系館北側,14.54%,#C09662,+10%以上,25.01804,121.53928
500119087,81.57%,69.91%,臺大總圖書館西南側,-11.67%,#B1112B,-10%以上,25.0169,121.54031
500119088,73.43%,77.22%,臺大黑森林西側,3.80%,#F0D5BE,+5%以內,25.01995,121.54347
500119089,66.30%,63.24%,臺大獸醫館南側,-3.06%,#FBB1BD,-5%以內,25.01791,121.54242
500119090,100.00%,88.70%,臺大新體育館東南側,-11.30%,#B1112B,-10%以上,25.02112,121.53591
500119091,60.46%,76.85%,臺大明達館北側(員工宿舍),16.39%,#C09662,+10%以上,25.01816,121.54469
